parentid,id,body
"2386352","2386455","<blockquote>
  <p>If $E$ and $G$ are going, what is the probability $A$ and $C$ are going?</p>
</blockquote>

<p>Since $E$ and $G$ are going, two of the other seven students must be selected.  Only one of these selections includes both $A$ and $C$.  Hence, the probability is 
$$\frac{1}{\dbinom{7}{2}}$$</p>

<blockquote>
  <p>If $A$ is not going, what is the probability $B$ and $C$ are going?</p>
</blockquote>

<p>Since $A$ is not going, four students must be selected from the remaining eight students.  If $B$ and $C$ are going, then two students must be selected from the remaining six students.  Hence, the probability is 
$$\frac{\dbinom{6}{2}}{\dbinom{8}{4}}$$</p>

<blockquote>
  <p>If $A$, $C$, and $D$ are not going, what is the probability that $E$, $B$, and $F$ are not going?</p>
</blockquote>

<p>If all six students do not go, then at most three students can go to the show. Since four students are going to the show, this is impossible.  Hence, the probability is $0$.</p>
"
"2386360","2386503","<p>What Spivak asserts is that, among the numbers $x_1,x_2,\ldots,x_n$, there is one and only one number ($x_i$) at which the function $f_i$ takes the value $1$ and that all other numbers (the $x_j$'s with $j\neq i$) are zeros of $f_i$. He never says that there is no other real (or complex) number $x$ such that $f(x)=1$.</p>
"
"2386372","2386422","<p>To solve $Lu(x)=u(x)-u''(x)=f(x)$ for $u(x)$ (with suitable boundary conditions of decay at infinity), take the Fourier transform of both sides:
$$
\hat{u}(\xi) - (i\xi)^2 \hat{u}(\xi) = \hat{f}(\xi)
.
$$
This gives
$$
\hat{u}(\xi) = \frac{1}{1+\xi^2} \, \hat{f}(\xi)
.
$$
Here we recognize the standard Fourier transform $\hat{Q}(\xi)=1/(1+\xi^2)$,
so $\hat{u}=\hat{Q}\hat{f}$, and therefore $u=Q*f$ (since multiplication of Fourier transforms corresponds to convolution of the original functions).</p>
"
"2386373","2386382","<p>Let $a=p_1^{\alpha_1}p_2^{\alpha_2}...p_n^{\alpha_n}$, $b=p_1^{\beta_1}p_2^{\beta_2}...p_n^{\beta_n}$ and $c=p_1^{\gamma_1}p_2^{\gamma_2}...p_n^{\gamma_n}$, where $\alpha_i\geq0$, $\beta_i\geq0$, $\gamma_i\geq0$ be integers and $p_i$ be different prime numbers.</p>

<p>Hence, we need to prove that
$$p_1^{\max\{\alpha_1,\beta_1,\gamma_1\}}p_2^{\max\{\alpha_2,\beta_2,\gamma_2\}}...p_n^{\max\{\alpha_n,\beta_n,\gamma_n\}}=$$
$$=p_1^{\alpha_1+\beta_1+\gamma_1+\min\{\alpha_1,\beta_1,\gamma_1\}-\min\{\alpha_1,\beta_1\}-\min\{\alpha_1,\gamma_1\}-\min\{\beta_1,\gamma_1\}}\cdot...$$
$$\cdot p_n^{\alpha_n+\beta_n+\gamma_n+\min\{\alpha_n,\beta_n,\gamma_n\}-\min\{\alpha_n,\beta_n\}-\min\{\alpha_n,\gamma_n\}-\min\{\beta_n,\gamma_n\}}.$$</p>

<p>Thus, it's enough to prove that
$$\max\{x,y,z\}+\min\{x,y\}+\min\{x,z\}+\min\{y,z\}=x+y+z+\min\{x,y,z\},$$
which is obvious because we can assume $x\geq y\geq z$.</p>

<p>Done!</p>
"
"2386378","2386485","<p>As an add on to @dxiv comment, it can actually be shown that indeed if $a_n,b_m\neq0$, then $y=\frac {a_n}{b_m}$ is a horizontal asymptote to $P(x)=\frac {F(x)}{G(x)}$.</p>

<p>By definition, a horizontal asymptote exists if and only if $\lim_{x\to\pm\infty}P(x)=k$ for some constant$k\in\mathbb{R}$. </p>

<p>Thus in general, we see:</p>

<p>$$\lim_{x\to\infty}P(x)=\lim_{x\to\infty}\frac{F(x)}{G(x)}=\lim_{x\to\infty}\frac{a_nx^n+a_{n-1}x^{n-1}+...+a_1x+a_0}{b_mx^m+b_{m-1}x^{m-1}+...+b_1x+b_0}$$</p>

<p>Let's consider the case when $m=n$, then for $x\ne0$, we see:</p>

<p>$$\lim_{x\to\infty}P(x)=\lim_{x\to\infty}\frac{a_nx^n+a_{n-1}x^{n-1}+...+a_1x+a_0}{b_nx^n+b_{n-1}x^{n-1}+...+b_1x+b_0}=\lim_{x\to\infty}\frac{a_n+\frac{a_{n-1}}{x}+...+\frac {a_1}{x^{n-1}}+\frac {a_0}{x^n}}{b_n+\frac{b_{n-1}}{x}+...+\frac {b_1}{x^{n-1}}+\frac {b_0}{x^n}}=\frac {a_n}{b_n}$$</p>

<p>So indeed, regarding your above question in the comments, the horizontal asymptote is:</p>

<p>$$\lim_{x\to\infty}\frac{F(x)}{G(x)}=\lim_{x\to\infty} \frac{4x^2+6x+8}{2x^2+4x+4}=\frac 42=2$$</p>

<p>Try considering what happens when $m&gt;n$, or $m&lt;n$.</p>
"
"2386379","2386432","<p>Let $w_1,\ldots,w_r$ be a basis of $W$. Consider the map
$\phi:V\to k^r$ given by $\phi(v)=(\left&lt;w_1,v\right&gt;),
\ldots,\left&lt;w_r,v\right&gt;$. Then (i) show $\phi$ is always nonzero on $W$,
(ii) $\ker\phi=W^\perp$, (iii) $W\cap W^\perp=\{0\}$ and (iv) $W+W^\perp=V$.</p>
"
"2386385","2386850","<p>The trick is to use $\bot \ Elim$. Now, to continue from what you have, you can do:</p>

<p><a href=""https://i.stack.imgur.com/ANb3p.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/ANb3p.png"" alt=""enter image description here""></a></p>

<p>But note that you never used the subproof on lines 5-7, so this can be simplified to:</p>

<p><a href=""https://i.stack.imgur.com/wADTa.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/wADTa.png"" alt=""enter image description here""></a></p>

<p>Although conceptually, it may be helpful to keep the original subproof, and (since it shows that $B$ leads to a contradiction $\bot$) derive $\neg B$, and to then combine $\neg B$ with $B \lor P$ (the latter is a <strong>super</strong> common patterns, so remember that one!!):</p>

<p><a href=""https://i.stack.imgur.com/seHz5.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/seHz5.png"" alt=""enter image description here""></a></p>

<p>Finally, you can set this up as a proof by cases within a conditional proof, i.e. derive your goal $P \land D$ from each of the cases $B$ and $P$:</p>

<p><a href=""https://i.stack.imgur.com/k2RQZ.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/k2RQZ.png"" alt=""enter image description here""></a></p>
"
"2386392","2386397","<p>Let $x,y\in\mathbb R$ be arbitrary points and let $d:=|x-y|$. Then, there exists $m\in\mathbb N$ such that $d&lt;mr$ (yes?) and so you can find a sequence $(x_i)_{i=0}^{m+1}$ with $x_0=x, x_{m+1}=y$ such that $$|x_0-x_1|=|x_1-x_2|=\dots=|x_m-x_{m+1}|&lt;r$$ This implies that $(x_i,x_{i+1})_{i=0}^{m+1} \in D_r$ and hence, by definition of the transitive closure $tr(D_r)$, if follows that  $(x,y)\in tr(D_r)$. Since $x,y \in \mathbb R$ were arbitrary, the conclusion follows.</p>
"
"2386393","2386403","<p>Since $$z=\frac1{\sqrt{12}}\sqrt{42-3x^2-2y^2},$$ the correct normal vector would be $$
n=\left\langle-\frac{3x}{\sqrt{12}\sqrt{42-3x^2-2y^2}},-\frac{2y}{\sqrt{12}\sqrt{42-3x^2-2y^2}},-1\right\rangle.
$$ Your approach is correct, but keep in mind that there are in principle two such spheres, one touching from the outside (that's the one you need, probably) and one from the inside (though it doesn't fit entirely).<br>
That would mean $$
n=\left\langle-\frac{3x}{12\,z},-\frac{2y}{12\,z},-1\right\rangle=\left\langle-\frac{6}{12},-\frac{6}{12},-1\right\rangle=\left\langle-\frac12,-\frac12,-1\right\rangle.$$ Its norm is $\sqrt{6}/2,$ so $$
n_u=\left\langle-\frac1{\sqrt{6}},-\frac1{\sqrt{6}},-\frac2{\sqrt{6}}\right\rangle.$$ Using that, we get the two solutions $$\langle2,3,1\rangle+\sqrt{6}n_u=\langle2,3,1\rangle+\langle-1,-1,-2\rangle=\langle1,2,-1\rangle$$ and $$\langle2,3,1\rangle-\sqrt{6}n_u=\langle2,3,1\rangle-\langle-1,-1,-2\rangle=\langle3,4,3\rangle.$$</p>
"
"2386396","2386718","<p>Define
$$P_n(x)=1 - {n \choose 2}x^2 + {n \choose 4}x^4 - \ldots$$
$$Q_n(x)={n \choose 1}x - {n \choose 3}x^3 + \ldots$$</p>

<p>I have never heard of these polynomials before, but the polynomials $P_n$ bare some vague resemblances to Chebyschev polynomials $T_n(x)$.</p>

<p>Since
$${n\choose 1}x - {n \choose 3}x^3 + \ldots=\Im(1+ix)^n,$$
$$1 - {n \choose 2}x^2 + {n \choose 4}x^4 - \ldots=\Re(1+ix)^n,$$
writing $(1+ix)$ in polar form yields
$$
\begin{align}
(1+ix)^n=
&amp;
(\sqrt{1+x^2}e^{i\arctan(x)})^n
\\
=&amp;(1+x^2)^{\frac n2}e^{in\arctan(x)}
\end{align}.
$$
This shows that 
$$P_n(x)=(1+x^2)^{\frac n2}\cos\left(n \arctan(x)\right)
\\
Q_n(x)=(1+x^2)^{\frac n2}\sin\left(n \arctan(x)\right).$$</p>

<p>Compare 
$$T_n(x)=\cos(n\arccos(x))$$
$$P_n(x)=(1+x^2)^\frac n2 \cos( n\arctan(x)).$$
Also, the family $P_n$ has the property that
$$P_n(\tan(\theta))=(1+\tan^2(\theta))^{\frac n2}\cos(n\theta)=\frac{\cos(n\theta)}{\cos^{n}(\theta)},$$
mirroring 
$$T_n(\cos(\theta))=\cos(n\theta).$$
Through this relation, we can also express our polynomials as a function of Chebyschev polynomials $T_n$:
$$P_n(\tan(\theta))=\frac{T_n(\cos(\theta))}{\cos^n(\theta)}.$$</p>
"
"2386398","2388988","<p>Choose a prime number $q \equiv 1 \bmod 4p$ not dividing the discriminant of $K$, and let $F$ be the subfield of degree $p$ inside the field of $q$-th roots of unity. Observe that $F$ is real. The extension $KF/K$ is ramified exactly at $q$. The field $L = KF$ does not contain the $q$-th roots of unity since $L \cap {\mathbb Q}(\zeta_q) = F$. If $L$ contains some $n$-th root of unity with $n$ coprime to $q$, then $L$ must contain $K(\zeta_n)$, which is unramified at $q$. But $L/K$ is completely ramified at the primes above $q$: contradiction. </p>
"
"2386409","2386453","<p>As you mention, if you have a surface described by $z=f(x,y)$, the normal vector on $(x_0,y_0)$ can be computed by:
$$\vec{n}=\langle f_x(x_0,y_0), f_y(x_0,y_0),-1 \rangle.$$</p>

<p>But $z=f(x,y)$ can also be expressed as implicitly as $g(x,y,z)=f(x,y)-z=0$. In that case, the gradient of $g$ also gives you the normal vector on $(x_0,y_0,z_0)$, where $z_0=f(x_0,y_0)$:
$$\vec{n}=\langle g_x(x_0,y_0,z_0), g_y(x_0,y_0,z_0), g_z(x_0,y_0,z_0) \rangle.$$</p>

<p>Note that if you use the equation of the ellipsoid to substitute $z$ on your second vector. Then normalize both the first and the second one and you will see that both are equal (up to a sign).</p>

<p>You can read about those and many other ways of computing the normal vector <a href=""http://mathworld.wolfram.com/NormalVector.html"" rel=""nofollow noreferrer"">here</a>.</p>
"
"2386411","2386458","<p><strong>Two issues.</strong></p>

<h1>Notations &amp; terms</h1>

<ul>
<li>rv: random variable</li>
<li>iid: independent identical distribution</li>
<li>pdf: probability density function</li>
<li>jpdf: joint pdf</li>
<li>$X_1,X_2,...,X_n$: $n$ iid</li>
<li>$x_1,x_2,...,x_n$: an observation</li>
<li>$\theta$: the wanted parameter(s)</li>
<li>$\Theta$: parametric space (i.e. <strong>all the values $\theta$ may take</strong>)</li>
</ul>

<blockquote>
  <p>Fact: the parameter ($\theta$) is a number but unknown, not a rv.</p>
</blockquote>

<h1>ISSUSE 1 MLE</h1>

<p><strong>The key to understand MLE is to think the same thing (jpdf) from other side, the PARAMETRIC SPACE side.</strong></p>

<p>Namely, you take the PARAMETRIC SPACE as the domain of the jpdf.</p>

<blockquote>
  <p>Then, we denote this jpdf as $L(\theta;x_1,...,x_n), \theta\in\Theta.$</p>
</blockquote>

<p>That is, for each possible $\theta_0$, there is a corresponding $L(\theta_0;x_1,...,x_n)$ which is a <strong>number</strong> because on the one hand $x_1,...,x_n$ are given, on the other hand $\theta$ is given. </p>

<p>You have known that the following step is maximizing this function.</p>

<p>Wait a minute. What is <em>maximizing</em>?
This word means that you choose the <em>maximum possible</em> (i.e. $L(\theta)$) case  among a bunch of cases (each $\theta$ in $\Theta$ representing a case).</p>

<p>Therefore, the cost function you choose is <em>legal</em>, if the maximizing of this cost function is equivalent to the maximizing of $L(\theta;x_1,...,x_n)$ among the cases $\theta\in\Theta$. </p>

<p>In fact, we often choose the cost function as $\ln L(\theta;x_1,...,x_n)$ because this is convenient for many distributions.</p>

<blockquote>
  <p><strong>Theorem.</strong> Maximizing  $L(\theta)$ is equivalent to maximizing $\ln L(\theta)$, among all $\theta\in\Theta$.</p>
  
  <p>Hints: It it obviously that $\ln x$ is monotone incresing in $x$ when $x&gt;0$.
  Meanwhile, $L(\theta)&gt;0, \theta\in\Theta$.</p>
  
  <p>Take $\theta_0\in\Theta$, s.t. $L(\theta_0)=\max_{\theta\in\Theta}L(\theta).$ Then $\ln L(\theta_0)=\max_{\theta\in\Theta}\ln L(\theta)$.</p>
</blockquote>

<p>In fact, the MLE method is not the BEST. Consider the following example:</p>

<blockquote>
  <p>Consider $(X_1,..,X_n)\stackrel{iid}{\sim}N(\mu,\sigma^2)$.</p>
  
  <p>We can calculate the MLE of $\sigma^2$ is $\hat\sigma^2=\dfrac1n\sum\limits_{i=1}^n(X_i-\bar X)^2$, which is obviously biased.</p>
</blockquote>

<h1>ISSUSE 2 Best way to estimate parameters of a distribution</h1>

<p>On parameters of a distribution, there are point estimation and interval estimation.</p>

<p>What you mentioned is point estimation, in which the BEST estimator is called <strong>UMVUE</strong> (uniformly minimum variance unbiased estimator).</p>

<p>The MLE method is not a approach to get UMVUE directly (as we've shown that MLE is sometimes biased) but an intuitive one. </p>

<p>On UMVUE, there are too many theories. You may google <strong>Lehmann-Scheffe</strong> theorem (a way to find UMVUE) for more details.</p>
"
"2386414","2386427","<p>You have not applied the root test correctly. Although it is quite true that $3/(n^2 + 1)$ is decreasing, that does not imply that the $n$-th root of it is. In fact, </p>

<p>$$\lim_{n \to \infty} \left(\frac 3 {n^2 + 1}\right)^{1/n} = 1$$</p>

<p>and the root test is not applicable to this series. For a similar case, consider the fact that $1/n$ decreases to zero, but</p>

<p>$$\left(\frac 1 n\right)^{1/n} = e^{\log n / n} \to e^0 = 1$$</p>

<p>in the limit.</p>

<hr>

<p>Also, there are a couple other issues. First, if you're using this test, you should have $n^2 - 1$ rather than $+1$. Secondly,</p>

<blockquote>
  <p>$$ \overline\lim_{n \rightarrow \infty} a_n^{1/n} = \left(\frac{3}{n^2+1}\right)^{1/n}&lt;1, \forall n \in[2, \infty)$$</p>
</blockquote>

<p>doesn't make sense at all. You can't have $n$ on the right hand side of this equality, because it's got a very specific meaning on the left hand side. The limit cannot depend on $n$, since $n \to \infty$.</p>

<hr>

<p>For a different approach, just try direct comparison, using the fact that your summands are all smaller than $3/(n^2 - 1)$ for $n &gt; 1$.</p>
"
"2386428","2386436","<p>Note quite right, you are missing out intersection between two sets. Hence, the signs are wrong for some terms.</p>

<p><a href=""https://en.wikipedia.org/wiki/Inclusion%E2%80%93exclusion_principle"" rel=""nofollow noreferrer"">Inclusion-exclusion Principle:</a></p>

<p>$$\mathbb{P}\biggl(\bigcup_{i=1}^n A_i\biggr)  =\sum_{k=1}^n \left((-1)^{k-1}\sum_{\scriptstyle I\subset\{1,\ldots,n\}\atop\scriptstyle|I|=k} \mathbb{P}(A_I)\right)$$</p>

<p>where the last sum runs over all subsets $I$ of the indices $1,\ldots , n$ which contain exactly $k$ elements, and</p>

<p>$$A_I=\bigcap_{i\in I} A_i$$</p>

<p>denotes the intersection of all those $A_i$ with index in $I$.</p>
"
"2386431","2386466","<p>$AB-BA=0$ is a set of $4$ equations with four unknowns. </p>

<p>$$\begin{bmatrix}a_{12} b_{21} - a_{21}b_{12} &amp; -a_{12} b_{11} + a_{11} b_{12} - a_{22} b_{12} + a{12} b_{22}\\
a_{21} b_{11} - a_{11} b_{21} + a_{22} b_{21} - a_{21} b_{22} &amp; a_{21} b_{12} - a_{12} b_{21}\end{bmatrix} = \begin{bmatrix}0 &amp; 0\\
0 &amp; 0\end{bmatrix}$$</p>

<p>The two equations coming from the diagonal are the same. This is just $tr(AB-BA)=0$.</p>

<p>So, three equations really. Moreover, that equation on the diagonal only has
two unknowns. Therefore it already gives you one unknown in terms of the other. Unless it is identically zero.</p>

<p>Case 1: The diagonal equation is identically zero. Therefore $b_{12}=b_{21}=0$. Since $B$ is non-scalar, it follows that $a_{12}=a_{21}=0$. And the space of solutions is $2$-dimensional, at most.</p>

<p>Case 2: The diagonal equation is not identically zero. In this case $a_{12}$ determines $a_{21}$, or the other way around. This is because only those two unknowns are in present in that equation. Having $a_{12}$ and $a_{21}$, the remaining equations express $a_{11}$ in terms of $a_{21}$ or the other way around.</p>

<p>Therefore the commutant has dimension $2$ at most. Since $aB+b$ has dimension $2$ that is all of it.</p>
"
"2386444","2386844","<p>If $M$ is a manifold, let $nM$ denote the connected sum of $n$ copies of $M$.</p>

<p>First note that if $X \to Y$ is a $k$-sheeted covering, then $\chi(X) = k\chi(Y)$. So if $X$ is a four-sheeted covering of $5\mathbb{RP}^2$, $\chi(X) = 4\chi(5\mathbb{RP}^2)$. Now recall that $\chi(n\mathbb{RP}^2) = n - 2$, so $\chi(X) = 4(5 - 2) = 12$. If $X$ is non-orientable, then $X = n\mathbb{RP}^2$ for some $n$. But $\chi(X) = 12$ and $\chi(X) = \chi(n\mathbb{RP}^2) = n - 2$, therefore $n = 14$. That is, the only non-orientable surface which can be a four-sheeted cover of $5\mathbb{RP}^2$ is $14\mathbb{RP}^2$. Note, we still need to check whether $14\mathbb{RP}^2$ does cover $5\mathbb{RP}^2$ or not.</p>

<p>Here's a useful trick: if $\pi: X' \to X$ is a $k$-sheeted covering, then there is a $k$-sheeted covering $p: X'\# kY \to X\# Y$.</p>

<p>To see this, let $U$ be an evenly covered open disc in $X$, then $X'\setminus\pi^{-1}(U)$ is $X'$ with $k$ disjoint open discs removed. Let $V$ be an open disc in $Y$. Gluing a copy of $Y\setminus V$ to each boundary sphere of $X'\setminus\pi^{-1}(U)$, and a copy of $Y\setminus V$ to the boundary sphere of $X\setminus U$, the $k$-sheeted covering $X'\setminus\pi^{-1}(U) \to X\setminus U$ extends to a $k$-sheeted covering $X'\# kY \to X\# Y$.</p>

<p>Returning to the problem at hand, recall that $3\mathbb{RP}^2 = T^2\#\mathbb{RP}^2$, so $5\mathbb{RP}^2 = T^2\# 3\mathbb{RP}^2$. There is a four-sheeted covering $T^2 \to T^2$ (for example, $(z, w) \mapsto (z^4, w)$), so by the above construction, there is a four-sheeted covering $T^2\# 12\mathbb{RP}^2 \to T^2\# 3\mathbb{RP}^2$, i.e. $14\mathbb{RP}^2 \to 5\mathbb{RP}^2$.</p>

<p>If the deck transformations of the four-sheeted covering map $T^2 \to T^2$ are generated by a $90$ degree rotation (which is the case for the example I gave), you can visualise the construction of the four-sheeted covering of $T^2\# 3\mathbb{RP}^2$ as follows: </p>

<p>$$3\mathbb{RP}^2 \\
\# \\
3\mathbb{RP}^2\ \#\ \ T^2\ \#3\ \mathbb{RP}^2 \\
\# \\
3\mathbb{RP}^2$$</p>

<hr>

<p>These arguments can be used to show the following:</p>

<blockquote>
  <p>Let $X$ and $Y$ be two closed, connected surfaces, either both orientable or both non-orientable. Then there is a $k$-sheeted covering $X \to Y$ if and only if $\chi(X) = k\chi(Y)$.</p>
</blockquote>

<p>As every covering of an orientable space is orientable, the only case left to consider is orientable coverings of non-orientable surfaces.</p>

<blockquote>
  <p>Let $X$ and $Y$ be two closed, connected surfaces, with $X$ orientable and $Y$ non-orientable. Then there is a $k$-sheeted covering $X \to Y$ if and only if $\chi(X) = k\chi(Y)$ and $k$ is even.</p>
</blockquote>

<p>The reason we need $k$ to be even in this statement is that every orientable covering of a non-orientable manifold factors through the orientation double cover.</p>
"
"2386459","2386493","<p>You're correct that each vector $v \in \mathbb{R}^3$ defines a line $$\{av : a \in \mathbb{R}\}.$$ But such lines always go through the origin. Thankfully, we can generalize. If we have a point $p$ and a vector $v$, there's a corresponding line $$\{p+av : a \in \mathbb{R}\},$$ and such lines needn't go through the origin. Indeed, every line can be described in the latter form.</p>
"
"2386463","2386474","<p>The math involved is that of Semigroups and its application to ""sequential circuits"" is named ""algebraic theory of machines"".</p>

<p>Read just to start:</p>

<p>Krohn, Rhodes, Arbib - <em>Algebraic Theory of Machines, Languages and Semigroups</em></p>
"
"2386467","2386478","<p>$$c^2\left(\frac{1}{c}-\frac{1}{s+c}\right)=
\frac{c^2 \left(s+c-c\right)}{c(s+c)}=
\frac{cs}{s+c}=
\frac{s^2(c+s-s)}{s(c+s)}=
s^2\left(\frac{1}{s}-\frac{1}{c+s}\right)$$</p>
"
"2386471","2386486","<ul>
<li>The sample space that you defined is not relevant to the question.</li>
</ul>

<p>Each event in the space must be one possible outcome of the experiment ""throwing hats and picking them at random"". One of these event, for instance is ""man 1 gets hat C, man 2 gets hat A, man 3 gets hat B"", which we can note ""A2B3C1"".</p>

<p>There are 6 such events in your universe (which is in bijection with the set of all permutations of $\{1,2,3\}$): $U=\{A1B2C3,A1B3C2,A2B1C3,A2B3C1,A3B1C2,A3B2C1\}$</p>

<p>The event ""nobody picks his own hat"" is the subset $E=\{A2B3C1,A3B1C2\}$</p>

<ul>
<li>The complement of ""nobody picks his own hat"" is (in english) the sentence that say the opposite of ""nobody picks his own hat"" i.e. ""at least someone picks his own hat"". One is true if and only if the other is false.</li>
</ul>

<p>In maths, it is $U-E=\{A1B2C3,A1B3C2,A2B1C3,A3B2C1\}$</p>

<p>When you run the experiment, one and only one of the two events ""nobody picks his own hat"" and ""at least someone picks his own hat"" will happen: that is the very definition of ""complementing events"".</p>
"
"2386473","2386483","<p>We can express $a=x+y$ where $y\in H_0$ and $x\in H_0^{\bot}$</p>

<p>The distance $d(a,H_0)=\left\|a-y\right\|=\left\|x\right\|$.</p>

<p>Now, for $u\in H_0^{\bot}$ with $\left\|u\right\|=1$, $\langle a,u\rangle=\langle x,u\rangle\leq\left\|x\right\|\left\|u\right\|=\left\|x\right\|$ by Cauchy-Schwartz inequality. Therefore $\left\|x\right\|$ is the maximum you wanted.</p>
"
"2386479","2386484","<p>I don't understand why you're discarding 111,111,111 (or counting 000,000,000 in the first place).</p>

<p>There are $2^9$ $9$-digit numbers consisting only of $1$s and $2$s, but then you need to include the $8$-digit numbers (of which there are $2^8$), and so on down to the $1$-digit numbers. What do you get when you add all those possibilities up?</p>
"
"2386488","2386496","<p>The limit in that case is $\infty$ from the right, and $-\infty$ from the left. The intuition is that as you divide a ""fixed"" positive number by smaller and smaller quantities, the result grows large unboundedly.</p>

<p>In the other hand, if both the numerator and denominator approach $0$ the same argument doesn't work. In fact, you will find examples where both the numerator and denominator approach $0$ and the limit can either exist and be equal to any number (including $0$), or the limit can equal $\pm\infty$, or it may not exist. That's why we say that $0/0$ is an indeterminate.</p>
"
"2386515","2386523","<p>So far so good! All you need to do now is divide through by $n^2$ as follows:
$$ \lim_{n\to \infty}\frac{1}{n}\sum_{k=0}^n \frac{n^2}{n^2+k^2}=\lim_{n\to\infty}\frac{1}{n}\sum_{k=0}^n\frac{1}{1+(\frac{k}{n})^2}.$$
If we think about it, we realize that this is the Riemann Sum corresponding to 
$$ \int_0^1\frac{1}{1+x^2}dx=\arctan x\bigg|_0^1=\arctan 1=\frac{\pi}{4}.$$
To see that this is in fact the Riemann Sum, note that the $\frac{1}{n}$ denotes the ""bin"" size with which we partition our interval of integration. Here, we note that as $0\le k\le n$, $0\le \frac{k}{n}\le1 $. So, our sample points are ranging from $0$ to $1$. As $n\to \infty$, the bin size (or mesh of the partition) tends to $0$, while the number of sample points tends to infinity. This is precisely the setup for the Riemann Integral.</p>
"
"2386519","2386542","<p>Take $t \in I$, $t \neq 0$ (if such a $t$ does not exist, then $I = \{0\} = R \cdot 0$). You have either $I = Rt$ (then you are done) or you have $I \neq Rt$, in which case you get $I = I + Rt = R = R\cdot 1$.</p>
"
"2386524","2386537","<p>What you should use is the case $x\neq0$.</p>

<p><strike>Because the limit of $\cos(\frac1x)$ does not exist when $x$ approaches to $0$, therefore the limit of $f(x)$ does not exist when $x$ approaches to $0$.</strike></p>

<p>Recall the definition of limit: </p>

<blockquote>
  <p>The limit of function $f(x)$ at point $x=c$ exists, if $x$ approaches $c$ resulting $f(x)$ approaches a point $L$. </p>
  
  <p>We then denote this PHENOMENON as $\lim_{x\rightarrow c}f(x)=L$.</p>
</blockquote>

<p>The definition of limit is an active PHENOMENON, not evaluating the function at point $c$.</p>

<p><strong>APPROACH a point does not mean AT that point.</strong></p>

<p>Now back to your problem.</p>

<p>Because $x^2\cos(\frac1x)$ approaches $L=0$ as $x$ approaches $c=0$, therefore $\lim_{x\rightarrow 0}f(x)=0$.</p>
"
