id,acceptedanswerid,title,body
"2390203","2390297","Logarithmic Decay Weighting Factor","<p>I purchase a banana for $\$10$ (in $2100$ when bananas will cost so much). I want to find a decaying factor that will decay the price of this banana in a manner that looks like (I think) the logarithmic function $y=a+b \ln(x)$:</p>

<p><a href=""https://i.stack.imgur.com/HWbSw.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/HWbSw.png"" alt=""Decay of Banana Purchase""></a></p>

<p>So in month $1-6$, I would like the decay to be slow, and then quicker decay from month $6-12$ (or $6$ to any number of months).</p>

<p>I tried Gerry's function, and it resulted in the curve below. This is not the end goal, because this is resulting in the decay happening faster in the beginning: </p>

<p><a href=""https://i.stack.imgur.com/dOEvg.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/dOEvg.png"" alt=""enter image description here""></a></p>

<p>Essentially, what operation could I perform on the $\$10$ banana purchase to weight it appropriately if I want this type of decay?</p>

<p>Forgive me - this is my first time posting in Mathematics, and I am by no means a math guy. Please let me know if I can alter my question or change the tags.</p>

<p>Thank you for any insight you all may have!</p>
"
"2390212","2390218","Why a definite integral is not infinite","<p>If i consider a definite integral of $f(x)=1$ from $[-1,1]$ in $\mathbb{R}$, why the integral is equal to $2$ even if from $-1$ to $1$ there are infinite points ?
Thanks</p>
"
"2390225","2390238","Find the vector normal to a curve at some point","<p>I want to find the vector normal to the curve $x=3/4-y^2$ at the point (0,$\sqrt{3}/2)$ I know that the tangent line at point (0,$\sqrt{3}/2)$ is (1)y-$\sqrt{3}/2 = -1/ \sqrt{3} (x-0). $ I'm guessing that the normal vector $n_1$ = -1/$\sqrt{3}$ $\hat{i}$ + $\hat{j}$. Am I correct? I really have no idea how to find the vector normal to a curve.  I got the signs for the normal vector from the signs of the slope and the value of y of the tangent line equation  </p>
"
"2390233","2390246","When is the limit of a sequence over $n$ the limit of the differences?","<p>Under what conditions on the sequence $a_n$ does
$$
\lim_{n→∞} \frac{a_n}n = \lim_{n→∞} (a_{n+1} − a_n )
$$
hold?</p>
"
"2390239","2390240","How Are These Probabilities Greater than $1$ or less than $0$? Isn't This a Violation of Axioms of Probability Theory?","<p>I came across the following statement:</p>

<blockquote>
  <p>If a random variable $Y$ has a Bernoulli distribution with parameter $\pi(Y ~ Bern(\pi))$, then $Y$ takes binary values</p>
  
  <p>$
  Y =
  \begin{cases}
  1 &amp; \text{with probability $\pi$} \\
  0 &amp; \text{with probability $1 - \pi$}
  \end{cases}
$</p>
</blockquote>

<p>$\pi = 3.14...$, so I'm confused as to how we can have a probability greater than $1$ or less than $0$? This seems to be in violation of the axioms of probability theory?</p>

<p>I would greatly appreciate it if people could please take the time to explain this.</p>
"
"2390244","2390249","How to express 0.999999... recurring as a fraction without equaling 1","<p>I was wondering is there any way to express $0.999999$ recurring as an actual fraction without equaling $1$? Because I tried to convert it into a fraction following the rules for normal recurring decimals like this:</p>

<p>$$\begin{align}n&amp;=0.999\dot9\\10n&amp;=9.999\dot9\\n&amp;=0.999\dot9\\9n&amp;=9\\\therefore n&amp;=9/9\end{align}$$</p>

<p>But as you can see the result is $9/9$ which ultimately is equal to $1$ . And I've even tried calculating it other ways like this:</p>

<p>$$\begin{align}1/3&amp;=0.333\dot3\\2/3&amp;=0.666\dot6\\\therefore3/3&amp;=0.999\dot9\end{align}$$</p>

<p>But it always ends up telling me that $0.9999999... = 1$. Is there any mistake in my logic? And I also realized this applied to other recurring decimals ending in $9$. E.g: $0.5999999...=5.4/9 = 0.6$ . So is there a way to write $0.999999...$ as a fraction so you can differentiate it from $1$?</p>
"
"2390245","2390261","Transform the function $f(x) =\tan^2 x$ into Fourier series for $-\frac{\pi}{2}\leq x \leq \frac{\pi}{2}$","<p>I am stuck with this problem. Firstly the boundaries make me worry, because I get that the integral is infinity, and while calculating $a_n$ i have to solve the integral $\int \tan^2x cos 4nx dx$ which seems impossible. Any tips on how to solve this problem?</p>
"
"2390253","2390275","Expected value and differentiation commute in a simple case","<p>In the text below (from Ross's book on probability), shouldn't it be 
$$
\frac{d}{dt}\left(\sum e^{tX}p(x)\right)=\sum \frac{d}{dt}\left(e^{tX}\right)p(x)
$$
and similarly for the integral? <em>i.e.</em>, shouldn't the probability mass/density function unaffected by the differentiation operator?</p>

<p><a href=""https://i.stack.imgur.com/RWhmB.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/RWhmB.png"" alt=""enter image description here""></a></p>
"
"2390260","2390381","Tangent sinusoids: simplification in terms of point of tangency","<blockquote>
  <p>TLDR: simplify $\phi-2\arctan\left(\frac{s\sin(\phi-\omega)}{q+s\cos(\phi-\omega)}\right)$ as much as possible for the benefit of using $\phi$ as a variable.</p>
</blockquote>

<p>I have a sinusoid $f(\theta) = q+s\cos(\theta-\omega)$, and I wish to create a second sinusoid with the same period that is tangent to this and the $\theta$ axis, with the point of tangency to the sinusoid at $(\phi, f(\phi))$.  This is to say I am looking for functions $g_\phi(\theta) = k_\phi(1+\cos(\theta-\rho_\phi))$ where $g_\phi(\phi) = f(\phi)$ and $g'_\phi(\phi)=f'(\phi)$.</p>

<p><a href=""https://i.stack.imgur.com/BKnCc.gif"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/BKnCc.gif"" alt=""an animation of the kinds of sinusoids I&#39;m looking for""></a></p>

<p>As you can see by my lovely animation here I've technically already solved it; I can find the appropriate $k_\phi$ and $\rho_\phi$ with relative ease.  The problem, though, is <strong>tractibility</strong>.  This is only one step in a larger problem in orbital mechanics, and after finding $k_\phi$ and $\rho_\phi$ I will need to manipulate them further by adding $g_\phi$ to another sinusoid and then perform some calculus in terms of $\phi$.  So the nicer I can make it in terms of $\phi$ the better off I am.</p>

<p>$k_\phi$ I've already gotten a decent result for, or as close as I can hope for; it's $$k_\phi = q+\frac{s^2-q^2}{2(q+s\cos(\phi-\omega))}=\frac{q^2+s^2+2qs\cos(\phi-\omega)}{2(q+s\cos(\phi-\omega))}$$</p>

<p>But $\rho_\phi$ is rather meaner:</p>

<p>$$\rho_\phi = \phi-2\arctan\left(\frac{s\sin(\phi-\omega)}{q+s\cos(\phi-\omega)}\right)$$</p>

<p>I've tried simplifying this and I've come to the conclusion that I'm just plain not good enough at trigonometry to do it.  I've also asked Sage and Wolfram Alpha for help; Sage doesn't seem to even recognize trigonometric identities, and Wolfram Alpha either does nothing to it or rejects my input as too long.</p>

<p>One path I find interesting is that many parts of my results are similar to results from <a href=""https://en.wikipedia.org/wiki/Phasor#Addition"" rel=""nofollow noreferrer"">phasor addition</a>: $q\cos(\theta) + s\cos(\theta + \omega - \phi) = (q^2+s^2+2qs\cos(\phi-\omega))\cos\left(\theta + \arctan\left(\frac{s\sin(\phi-\omega)}{q+s\cos(\phi-\omega)}\right)\right)$</p>

<p>But I haven't been able to get that to help me any yet: the $-2$ doesn't help.  It's possible that $g_\phi$ might be better expressed as the sum of several less annoying sinusoids, which would work fine too.</p>
"
"2390263","2390266","How to find the parametric curve representation in polar coordinates for $(x-1)^2+(y+1)^2=8$?","<blockquote>
  <p>Find the parametric curve representation in polar coordinates for $(x-1)^2+(y+1)^2=8$.</p>
</blockquote>

<p>Usually equations of form $x^2+y^2=a^2$ have the parametric curve like:
$$
c(t)=\langle a\cos t,a\sin t\rangle
$$
But I'm struggling to find parametrization for the equation above.</p>

<p>While trying to simplify I got the following:
$$
(r\cos t-1)^2+(r\sin t+1)^2=8\\
r^2(\cos^2 t+\sin^2t)+2r\sin t-2r\cos t=6\\
r^2+2r(\sin t-\cos t)=6
$$
But I don't really see how this helps.</p>
"
"2390271","2390315","Why is it so difficult to find Skewes' number?","<p><strong>Warning: naïve question ahead!</strong></p>

<p>Littlewood proved in 1914 that there exists a number $n\in\mathbb{N}$ (called <em>Skewes' number</em>) such that:</p>

<p>$$
\pi(n) &gt; \operatorname{li}(n).
$$</p>

<p>It is conjectured that $n$ is a huge number, recent analysis suggests $n\approx e^{727.951}$. Since then, researchers have worked to find lower and upper bounds for $n$. Currently it is held that:</p>

<p>$$
10^{19}&lt;n&lt;e^{727.951}.
$$</p>

<p>Why is it that researchers are trying to improve these bounds instead of finding an exact value? Since $\pi(n) \sim \frac{n}{ln(n)}$ for very large numbers (i.e. > $10^{19}$), we have:</p>

<p>$$
\frac{n}{ln(n)} &gt; \int_0^n \frac{dt}{\ln t}. 
$$</p>

<p>And with sufficiently big computing power this should not be too hard to solve. What am I missing?</p>
"
"2390286","2390289","Is there an algorithm that search multiple duplicate pair combination without a loop?","<p>I'm not a math person. My question sounds vague so an example is probably better.</p>

<p>I have a large list of arrays. Here's 3: </p>

<pre><code>2: [[64, 126, 188, 251, 313, 375, 437, 499, 562, 625, 695, 757, 824, 897, 961, 967]] 
3: [[64, 66, 127, 189, 251, 314, 376, 438, 500, 564, 626, 686, 696, 758, 821, 825, 891, 897, 957, 967]]
4: [[64, 66, 126, 190, 253, 313, 377, 439, 501, 564, 627, 697, 759, 826, 899, 968]]
</code></pre>

<p>Index 2 and 3 have duplicates of 64, 251, 897, 967
Index 2 and 4 have duplicates of 64, 126, 313
Index 3 and 4 have duplicates of 64, 66, 564
Index 2,3,4 has 64</p>

<p>If there's more index associated then let's give it a score of 10. Then compare the number of values within the index. 2, 3, 4 only has 64, but index 2 and 3 has 4 values, so let's give that a 9. So the more index number the better, then sort by the number of value by index.</p>

<p>What is the best way to go through each array without looping? Looking at thousands of array. </p>
"
"2390295","2390346","How many 5 letter different words can be formed using the letters AAASSSBB","<p>I saw that these sort of questions have been asked before, but not exactly this kind of problem: creating 5 DIFFERENT words, not just all possible combinations.</p>

<p>The words don't need to have any meanings.</p>

<p>I'd appreciate an explanation in addition to the solution.</p>
"
"2390304","2390356","Rank of a matrix subtracted by a vector","<p>I have a matrix $A \in \mathbb{R}^{n\times n}$ whose columns are linearly independent and, thus, $\text{rank}(A)=n$. The Euclidean length of each column is the same, i.e., all columns are normalized and scaled. </p>

<p>I subtract each column of $A$ by a vector $u \in \mathbb{R}^n$. Let us call such a matrix $B$. Can we show that $\text{rank}(B) \geq n-1$ ? If not, then under what conditions is this true?</p>
"
"2390309","2390336","Two limits with unknown functions $f,g$","<p>If $$\lim_{x\to 0}{\frac{f(x)-1}{\sin(x)}}=2$$ and $$\lim_{x\to 0}{\frac{g(x)-1}{\sin(x)}}=3$$ then find $$\lim_{x\to 0}{\frac{f(x)\cdot{g(x)}-1}{\sin(x)}}$$ and $$\lim_{x\to 0}{\frac{x\cdot{f(x)}-g(x)\cdot{\sin(x)}-x+\sin(x)}{\sin^2(x)}}$$
My first question is if $\lim\limits_{x\to 0}{\frac{f(x)\cdot{g(x)}-1}{\sin(x)}}=5$ and if, in order to find the $\lim\limits_{x\to 0}{\frac{x\cdot{f(x)}-g(x)\cdot{\sin(x)}-x+\sin(x)}{\sin^2(x)}}$, I must factor with $x$ and $\sin(x)$ respectively and then  divide with $\sin(x)$</p>
"
"2390312","2390367","If $H_2 \unlhd H_1$, then is $F_2$ Galois over $F_1$?","<p>Suppose that $E/F$ is a Galois extension, and $F_1\subset F_2$ are subfields of $E/F$ which correspond in the Galois correspondence to $H_1$ and $H_2$.</p>

<blockquote>
  <p>If $H_2 \unlhd H_1$, then is $F_2$ Galois over $F_1$? If so, how to prove this? (bonus: how about the converse?)</p>
</blockquote>

<p>Context: I am trying to find an example of fields $\mathbb Q \subset F_1 \subset F_2 \subset F_3 $ such that each extension is Galois with the exception that $F_2$ is not Galois over $\mathbb Q$. I thought it would be a nice idea to try out $F_1 = \mathbb Q(i\sqrt 2)$, $F_2 = \mathbb Q((1+i)\sqrt[4] {2})$, $F_3 = \mathbb Q(i,\sqrt[4]{2})$. These correspond to $H_1 = \langle \sigma ^2,\tau \sigma^3 \rangle$, $H_2 = \langle \tau \sigma^3 \rangle$ and $H_3 = \langle \sigma^4 \rangle$ in $\text{Gal}(\mathbb Q(i,\sqrt[8]{2})/\mathbb Q)$, where:</p>

<p>$$\sigma: \begin{cases} \sqrt[8]{2} \mapsto \zeta \sqrt[8]{2} \\ i \mapsto i \end{cases}, \tau: \begin{cases} \sqrt[8]{2} \mapsto \sqrt[8]{2} \\ i \mapsto -i \end{cases}$$</p>

<p>and $\zeta = e^{i\pi/4}$.</p>

<p>Now these satisfy: $F_3$ is Galois over $\mathbb Q$ (hence over everything), $H_1 \unlhd G$ (so $F_1$ Galois over $\mathbb Q$), $H_2 \not \unlhd G$ (so $F_2$ is not Galois over $\mathbb Q$). If the thing in the yellow box is true, then I'm done because $H_2 \unlhd H_1$. </p>
"
"2390316","2390327","smallest integer value of $n$ such that $|S_n-S_\infty|<0.001$","<blockquote>
  <p>If $S_n$ and $S_\infty$ are sums to $n$ terms and sum to infinity of a geometric progression $3,-\frac{3}{2},\frac{3}{4},...$ respectively, find the smallest integer value of $n$ such that $|S_n-S_\infty|&lt;0.001$</p>
</blockquote>

<p>My attempt,</p>

<p>$$|S_n-S_\infty|&lt;0.001$$</p>

<p>$$|\frac{3[1-(-\frac{1}{2})^n]}{1-(-\frac{1}{2})}-\frac{3}{1-(-\frac{1}{2})}|&lt;0.001$$</p>

<p>$$|2[1-(-\frac{1}2)^n]-2|&lt;0.001$$</p>

<p>How to proceed? Thanks in advance.</p>
"
"2390320","2390337","Proof verification: Set of partial limits of a sequence is closed","<p>I wanted to prove this claim but I'm not sure if this proof is okay. Please let me know what you think! 🌻</p>

<p>Let $\{a_n\}_{n=1}^{\infty}$ be a sequence, and let the set of its partial limits be $PL(a_n)=A=\{a|\exists a_{n_j}\rightarrow a\}$.</p>

<p>Let $a_0$ be an accumulation point of A, so, exists a sequence $\{x_n\}\subset A=PL(a_n)$ such that $x_n\rightarrow a_0$. But $\{x_n\}$ is a sequence of $a_n$'s accumulation points, <em>(Edit)</em> <strong>so for any $\epsilon&gt;0$ There are infinitely many terms of $a_n$ in $(x_j-\epsilon,x_j+\epsilon)$, for any $j\in \Bbb N$</strong>. </p>

<p>Also, for any $\epsilon&gt;0$,  exists $J\in \Bbb N$ such that for every $j\ge J$, $x_j$ is in the $\epsilon$ neighborhood of $a_0$, so and there is an infinite number of $a_n$'s terms in $(a_0-\epsilon, a_0+\epsilon)$. </p>

<p>It follows that <em>(Edit)</em> <strong>for any $\epsilon$ exists $\epsilon '$ such that $(x_j-\epsilon', x_j+\epsilon')\subseteq(a_0-\epsilon,a_0+\epsilon)$ so there are infinitely many of $a_n$'s terms in the $\epsilon$ neighborhood of $a_0$</strong>. This goes to show that $a_0$ is a limit point of $x_n$, so $a_0\in PL(a_n)$ so it is closed.</p>
"
"2390325","2390329","If $T^2 = I$, how one can proof that $V = W \oplus U$?","<p>Let $K$ be a field with cardinality different of $2$ and let $V$ be a $K-$vector space. Let $T: V \to V$ be a linear operator such that $T^2 = I$.
Let $W = \{ v \in V: \, Tv = v \}$
 and $U = \{ v \in V : Tv = -v \}$.</p>

<p>I'm trying to proof that $V = W \oplus U$.</p>

<p>My attempt:</p>

<p>If $x \in W \cap U$, $Tx = x$ e $Tx = -x$, i.e $x = -x$, hence $x = 0$. Then, $W \cap U = \{0\}$.</p>

<p>If $x \in V$, we have that $x = x - Tx + Tx$ and $x - Tx \in U$, since
$$ T(x - Tx) = Tx - T^2 x = Tx -x = - (x-Tx). $$
However, $Tx$ which is not necessarily in $W$.</p>

<p>Help?</p>
"
"2390349","2390357","Combinations and odds","<p>EDITED: I'm sorry about the confusion. I honestly forgot to include that information. So yes, the balls are chosen without replacement.</p>

<p>There are a group of 80 balls. All balls are colored. There are 5 different colors. Each colors appears in 16 balls. 2 balls are chosen randomly. What are the odds of getting both balls of the same color?</p>

<pre><code>Total balls: 80
Total colors: 5
Total balls per color: 16 (5 x 16 = 80)
Chosen balls: 2
</code></pre>
"
"2390364","2390384","Given that the number 8881 is not a prime number, prove by contradiction that it has a prime factor that is at most 89","<p>Can anyone help with this question?</p>

<blockquote>
  <p>Given that the number $8881$ is not a prime number, prove by contradiction that it has a prime factor that is at most $89$.</p>
</blockquote>

<p>From the comments:</p>

<blockquote>
  <p>This was my approach: assume all prime factors > 89. The next prime number after 89 is 97. The smallest number composed of only 97 is 97^2 > 8881. However I realize that the reasoning on this is flawed i.e. showing that all prime factors can't be greater than 89 isn't the same as showing that at least one prime factor isn't greater than 89. </p>
</blockquote>
"
"2390368","2390376","Two questions about the approach to an urn-ball problem","<p>An urn contains 3 white balls, 5 red balls and 8 black balls. 2 balls are drawn without replacement. What is the probability of picking out 2 balls of the same color?</p>

<p>a) My first premise is that balls of the same color are indistinguishable</p>

<p>b) My second presime is that when combinations are used the balls are distinguishable</p>

<p>My teacher solved it this way:</p>

<p>$\frac{\binom{3}{2} + \binom{5}{2} + \binom{8}{2}}{\binom{16}{2}} = 0.3417$</p>

<p>My first question is, why using combinations gives a right outcome? Because when combinations are used the balls are distinguishable, when here they are not.</p>

<p>I think that the right approach would be to treat them as undistinguishable:</p>

<p>$\frac{3}{16}  \frac{2}{15} + \frac{5}{16}  \frac{4}{15} + \frac{8}{16} \frac{7}{15} = 0.3417$</p>

<p>My second question is: are there problems like the one above, where using the combination-approach gives a wrong result?</p>
"
"2390369","2392697","Which weak topology is this?","<p>I read this definition in a book about variational inequalities of Kinderlehrer and Stampacchia.</p>

<p>The concept of mapping continuous on finite dimensional subspaces is introduced in <a href=""https://books.google.com/books?id=_-SHWxrHCToC&amp;pg=PA84"" rel=""nofollow noreferrer"">Definition III.1.2</a>.</p>

<blockquote>
  <p><strong>Definition 1.2.</strong> The mapping $A$ from $\mathbb K\to X'$ is <em>continuous on finite dimensional subspaces</em> if for any finite dimensional subspace $M$ a $X$ the restriction of $A$ to $\mathbb K\cap M$ is weakly continuous, namely, if
  $$A \colon \mathbb K\cap M \to X'$$
  is weakly continuous.</p>
</blockquote>

<p>The concept of weak continuity is mentioned in the definition, but I don't think it is related to the usual weak topology defined <a href=""https://en.wikipedia.org/wiki/Weak_topology"" rel=""nofollow noreferrer"">here</a>.</p>

<p>Thank you very much for any hints.</p>
"
"2390379","2390535","How to calculate $ \lim\limits_{n\to\infty} e^n\left( 1-\frac{1}{\sqrt n} \right)^n $?","<p>$$
\lim_{n\to\infty} e^{\sqrt n} \left( 1-\frac{1}{\sqrt n} \right)^n
$$</p>

<p>How is this limit? And how does it work?</p>
"
"2390390","2390806","Symmetry of point about a line in 3d","<p>How would I go about finding the symmetrical image of a 3d point $t = (t_x,t_y,t_z)$, about a 3d line given with the equation $\frac{x+1}{4}=\frac{y+1}{-3}=\frac{z-15}{16}$?</p>

<p><a href=""https://i.stack.imgur.com/5YQq0.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/5YQq0.png"" alt=""symmetric image""></a>
Edit: To clarify: The above illustration should show what I'm looking for. The coordinates of the point $t'$ on the graph. The purple line on the graph corresponds to the equation given above. It is a freshman linear algebra &amp; analytic geometry exam question and a simple solution (without unneccesary differential equations or other complications) doable with pen and paper in a reasonable amount of time (of up to twenty minutes say) would be appreciated.</p>
"
"2390397","2390642","If $H$ is a Hilbert space with orthonormal basis $(e_n)$, then $X:\Omega\to H$ is integrable iff $\langle X,e_n\rangle$ is integrable for all $n$","<p>Let</p>

<ul>
<li>$H$ be a separable $\mathbb R$-Hilbert space</li>
<li>$(e_n)_{n\in\mathbb N}$ be an orthonormal basis of $H$</li>
<li>$(\Omega,\mathcal A,\mu)$ be a finite measure space</li>
<li>$X:\Omega\to H$</li>
</ul>

<p>If $X\in\mathcal L^1(\operatorname P,H)$, then clearly $$X_n:=\langle X,e_n\rangle_H\in\mathcal L^1(\operatorname P)\;\;\;\text{for all }n\in\mathbb N\tag1\;.$$ On the other hand, $(1)$ and $$\left\|X-\sum_{n=1}^NX_ne_n\right\|_H\xrightarrow{n\to\infty}0\tag2$$ imply that $X$ is at least $\mathcal A$-$\mathcal B(H)$-measurable. But does $(1)$ yield the integrability of $X$ too? This is clearly the case, if $H$ is finite dimensional, but otherwise the problem seems to be that we cannot invoke the dominated convergence theorem, since the sequence in $(2)$ is missing a dominating integrable function.</p>
"
"2390405","2390412","The limit of two expressions involving infinite series","<p>$$\lim_{h\to 0^+} h \sum_{n=1}^\infty \frac {\sin^{2} (nh)} {(nh)^{2}} = \lim_{h\to 0} \frac{1}{h} \sum_{n=1}^\infty \frac {\sin^{2} (nh)} {(n)^{2}}$$</p>

<p>I tried turning the left side into integral, but it doesn't seem to help. What is the correct way to approach this question?</p>
"
"2390406","2390435","Antiderivative of $f(x)=2x$ using Riemman sums","<p>I need to calculate the antiderivative of $f(x)=2x$ using only Riemman Sums.</p>

<p>I tried to create the sums so that the limit when $n$ tends to $\infty$ of:
$$\lim_{n\to\infty}\sum\limits_{i=1}^nf(ξi^*)Δx$$</p>

<p>Will give me the answer, but I can't get rid of the variables $b$ and $a$ which exist in $Δx$ and $ξi^*$</p>

<p>After solving I concluded that the limit is equal to $(b^2-a^2)$ but I doubt that this is the correct answer.</p>

<p>EDIT:
Apparently this is the correct answer, so I should change the question to how $b^2-a^2$ is equivalent to the antiderivate $x^2$ </p>

<p>I know it may seem trivial, but I would appreciate a complete understanding of the solution</p>

<p>EDIT#2:
Just writing my solution, for anyone who wonders how to get there</p>

<p>$$Δx=\frac{b-a}{n}$$
$$ξi^* =a+\frac{(b-a)i}{n}$$
$$f(ξi^*)=2a+\frac{2(b-a)i}{n}$$
So
$$\lim_{n\to\infty}\sum\limits_{i=1}^nf(ξi^*)Δx= lim_{n\to\infty}\sum\limits_{i=1}^n[(2a+\frac{2(b-a)i}{n})\frac{b-a}{n}]=$$ then
$$lim_{n\to\infty}\sum\limits_{i=1}^n\frac{2ab-2a^2}{n}+lim_{n\to\infty}\sum\limits_{i=1}^n\frac{2(b-a)^2i}{n^2}=$$
$$2ab-2a^2 +lim_{n\to\infty} \frac{2(b-a)^2}{n^2}\sum\limits_{i=1}^n i=$$
$$2ab-2a^2  +lim_{n\to\infty}\frac{2(b-a)^2}{n^2}\frac{n(n+1)}{2} = b^2-a^2$$</p>
"
"2390409","2390432","Green's function and derivatives of Dirac's Delta","<p>In my textbook in a section about electromagnetism I came across the following lines: 
\begin{align}
\left[\left(\frac{\partial}{\partial x^0}\right)^2 - \Delta\right] \frac{\delta(x^0-|\mathbf{x}|)}{|\mathbf{x}|} &amp;= \frac{1}{|\mathbf{x}|}\delta'' - \Delta \left(\frac{1}{|\mathbf{x}|}\right) \delta(x^0 - |\mathbf{x}|) - \frac{1}{|\mathbf{x}|} \Delta \delta(x^0-|\mathbf{x}|) - 2 \nabla \left(\frac{1}{|\mathbf{x}|}\right) \cdot \nabla \delta(x^0-|\mathbf{x}|)\\
&amp;= \frac{1}{4\pi} \delta(\mathbf{x}) \delta(x^0-|\mathbf{x}|).
\end{align}
I'm having problems seeing the second equation; I know that
\begin{align}
\nabla^2 \frac{1}{|\mathbf{x}|} = -4\pi \delta(\mathbf{x}),
\end{align}
but I don't know how to deal with the derivatives of the delta distribution.</p>

<p>Can anyone explain, how to see that the equation above is correct?</p>

<p>Thanks in advance! </p>
"
"2390414","2390421","How to calculate $\oint F\cdot dr$ on the curve from the intersection of plane $z=2x$ and paraboloid using Stokes' theorem?","<blockquote>
  <p>Calculate $\oint F\cdot dr$ on the curve which is created by the intersection of plane $z=2x$ and paraboloid $z=x^2+y^2$. Suppose the direction of the curve is anti-clockwise. Let the field be $F=\langle 0,0,y\rangle$.</p>
</blockquote>

<p>First the definition of $\oint F\cdot dr$ used in my class:
$$
\oint F\cdot dr=\oint F\cdot\langle dx,dy,dz\rangle
$$
Now according to Stokes' theorem:
$$
\oint F\cdot dr=\iint \operatorname{curl}F\cdot n\cdot dS
$$
where $n$ is the normal unit vector to the surface.</p>

<p>As far as I understand our curve is a circle with the center at $(1,0)$ and with radius $r=1$:
$$
x^2+y^2=2x\\
(x-1)^2+y^2=1
$$
so $n=\frac{\langle -2,0,1\rangle}{\sqrt 5}$
Therefore:
$$
\iint_D \operatorname{curl}F\cdot n\cdot dS=\iint_D \langle 1,0,0\rangle\cdot\frac{\langle -2,0,1\rangle}{\sqrt 5}dS=\\
=-\frac{2}{\sqrt 5}\iint_D dS
$$
Because our curve is the circumference of the circle so $\iint_DdS=\pi r^2=\pi$.</p>

<p>Thus $\oint F\cdot dr=-\frac{2\pi}{\sqrt 5}$.</p>

<p>But the answer is incorrect as the correct solution is $-2\pi$. I assume that if I didn't normalize $n$ my answer would be correct but $n$ should be normalized as far as I understand.</p>

<p>What am I doing wrong?</p>
"
"2390415","2391754","Is this really a Klein Bottle?","<p><a href=""https://i.stack.imgur.com/fw7e8.jpg"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/fw7e8.jpg"" alt=""enter image description here""></a></p>

<p>In an exercise it is asked to triangulate the Klein Bottle, and it is presented by this octagon. I really can't see a Klein Bottle here.</p>
"
"2390417","2390519","If $ab+1$ is perfect square there is a $k$ such that $ak+1$ and $bk+1$ are perfect squares","<blockquote>
  <p>Show that if $ab+1$ is a perfect square for positive integers $a$ and $b$, then there is a positive integer $k$ such that $ak+1$ and $bk+1$ are both perfect squares.</p>
</blockquote>

<p>I tried to prove that there is a $k$ such that $\gcd(ak+1, bk+1)=1$ and $(ak+1)(bk+1)$ is a perfect square. But it gave me nothing. Any ideas?</p>
"
"2390419","2390445","Maximum of sum of fractions with tans","<p>Let $ABC$ be an acute triangle. What is the maximum value of
$$\frac{\tan^2A+\tan^2B}{\tan^4A+\tan^4B}+\frac{\tan^2B+\tan^2C}{\tan^4B+\tan^4C}+\frac{\tan^2C+\tan^2A}{\tan^4C+\tan^4A}?$$</p>

<p>For the equilateral triangle, $\tan A=\tan B=\tan C=\sqrt{3}$, and the sum is $1$. For the isosceles triangle with $\angle A=\angle B\rightarrow\pi/2$ and $\angle C\rightarrow 0$, the sum approaches zero.</p>
"
"2390423","2390434","Find the equation of the tangent line to $x^2-xy+y-3=0$ when $x=-1$","<p>Find the equation of the tangent line to:    $x^2-xy+y-3=0$   at the point   $x=-1$</p>

<p>I've tried to use implicit differentiation to do this, but in the answer I got, if I substitute $x=-1$ into the equation it will be undefined. I'm not sure I've done it right. Any help will be much appreciated. </p>
"
